Primary_Accession,Domain,Color,Darkness,Disorder,Compositional_Bias,Transmembrane,Length,Evolutionary_Re-use,Interactions,Coding_Potential
P40199,Eukaryota,Non-dark,15%,15%,0%,0%,344,3037,24,4.02
Q14002,Eukaryota,Non-dark,20%,5%,0%,0%,265,1707,0,2.91
P31997,Eukaryota,Non-dark,16%,16%,0%,0%,349,3038,16,3.37
Q8N7Q2,Eukaryota,Dark,100%,0%,2%,0%,184,1,0,6.36
P49715,Eukaryota,Non-dark,81%,83%,4%,0%,358,99,0,5.23
P17676,Eukaryota,Non-dark,75%,66%,3%,0%,345,113,58,4.77
P49716,Eukaryota,Non-dark,74%,78%,0%,0%,269,98,88,4.49
Q15744,Eukaryota,Non-dark,67%,69%,0%,0%,281,97,14,3.67
P53567,Eukaryota,Non-dark,53%,86%,0%,0%,150,160,30,1.48
Q03701,Eukaryota,Dark,100%,32%,0%,0%,1054,231,108,15.11
Q9NZK5,Eukaryota,Non-dark,5%,0%,0%,0%,511,313,4,5.53
Q9BXF3,Eukaryota,Non-dark,88%,72%,1%,0%,1484,1180,18,9.95
Q9BXW7,Eukaryota,Non-dark,21%,6%,0%,0%,423,332,0,5.46
Q9BXQ6,Eukaryota,Dark,100%,29%,38%,0%,578,23,0,7.67
P0C854,Eukaryota,Dark,100%,20%,0%,0%,216,1,0,NA
Q16739,Eukaryota,Non-dark,41%,0%,0%,25%,394,3963,92,4.03
Q86SI9,Eukaryota,Dark,100%,8%,0%,0%,138,4,2,1.84
P08217,Eukaryota,Non-dark,7%,0%,0%,0%,269,3212,2,3.8
P08218,Eukaryota,Non-dark,7%,0%,0%,0%,269,3211,0,3.75
P09093,Eukaryota,Non-dark,6%,0%,0%,0%,270,3197,22,3.74
P08861,Eukaryota,Non-dark,6%,2%,0%,0%,270,3198,38,3.66
Q9UNI1,Eukaryota,Non-dark,2%,4%,0%,0%,258,3215,6,3.6
Q92879,Eukaryota,Non-dark,39%,17%,5%,0%,486,3827,26,7.86
O95319,Eukaryota,Non-dark,45%,16%,22%,0%,508,3771,4,8.22
Q5SZQ8,Eukaryota,Non-dark,35%,28%,5%,0%,465,3974,12,9.14
Q9BZC1,Eukaryota,Non-dark,45%,32%,10%,0%,486,3260,10,7.91
Q8N6W0,Eukaryota,Non-dark,37%,21%,0%,0%,485,3936,0,7.95
Q96J87,Eukaryota,Non-dark,36%,30%,11%,0%,481,3975,6,7.22
Q9NYQ6,Eukaryota,Non-dark,28%,17%,0%,5%,3014,4252,10,23.47
Q9HCU4,Eukaryota,Non-dark,24%,21%,0%,5%,2923,4306,14,22.67
Q9NYQ7,Eukaryota,Non-dark,36%,29%,0%,4%,3312,4158,10,20.35
P19835,Eukaryota,Non-dark,28%,31%,0%,0%,753,1954,56,8.72
Q8WUJ3,Eukaryota,Non-dark,82%,3%,0%,0%,1361,203,0,13.59
Q6PRD7,Eukaryota,Dark,100%,60%,0%,0%,247,2,0,8.21
Q8N111,Eukaryota,Dark,100%,82%,0%,14%,149,2,0,2.57
B2RD01,Eukaryota,Non-dark,32%,22%,0%,0%,187,233,4,3.03
P49450,Eukaryota,Non-dark,0%,32%,0%,0%,140,323,108,0.87
P07199,Eukaryota,Non-dark,35%,45%,16%,0%,599,968,44,10.12
Q03188,Eukaryota,Non-dark,91%,68%,0%,0%,943,80,92,12.08
Q02224,Eukaryota,Non-dark,87%,33%,0%,0%,2701,2683,110,23.83
P49454,Eukaryota,Dark,100%,38%,0%,0%,3210,11,110,29.82
Q9H3R5,Eukaryota,Dark,100%,24%,0%,0%,247,16,110,3.01
Q92674,Eukaryota,Dark,100%,9%,0%,0%,756,60,110,7.18
Q9HC77,Eukaryota,Non-dark,86%,58%,0%,0%,1338,96,84,16.5
Q9BS16,Eukaryota,Dark,100%,16%,0%,0%,269,22,110,6.23
Q8N0S6,Eukaryota,Dark,100%,5%,0%,0%,344,16,110,3.86
Q9NSP4,Eukaryota,Non-dark,18%,1%,0%,0%,180,16,110,2.73
Q96H22,Eukaryota,Dark,100%,3%,0%,0%,339,18,108,7.7
Q9BU64,Eukaryota,Non-dark,68%,12%,0%,0%,300,25,108,6.66
Q6IPU0,Eukaryota,Dark,100%,7%,0%,0%,288,18,106,6.07
Q7L2Z9,Eukaryota,Dark,100%,46%,0%,0%,268,9,110,6.55
Q13352,Eukaryota,Dark,100%,41%,0%,0%,177,11,92,3.75
Q8N2Z9,Eukaryota,Non-dark,13%,33%,0%,0%,138,74,92,2.13
Q96BT3,Eukaryota,Non-dark,83%,76%,0%,0%,561,57,96,12.14
Q71F23,Eukaryota,Dark,100%,55%,0%,0%,418,17,110,8.62
Q7Z7K6,Eukaryota,Non-dark,53%,50%,21%,0%,275,225,6,2.43
Q5EE01,Eukaryota,Non-dark,15%,0%,0%,0%,88,5,24,0.91
A8MT69,Eukaryota,Non-dark,0%,0%,0%,0%,81,58,110,1.49
Q96LK0,Eukaryota,Dark,100%,17%,0%,0%,163,24,0,2.03
Q9BYV8,Eukaryota,Non-dark,64%,51%,0%,0%,373,565,110,5.12
Q9C0F1,Eukaryota,Dark,100%,14%,0%,0%,390,39,0,5.02
Q53EZ4,Eukaryota,Non-dark,67%,27%,0%,0%,464,27,78,10.46
Q86XR8,Eukaryota,Non-dark,80%,47%,1%,0%,500,43,92,6.33
Q96MT8,Eukaryota,Dark,100%,37%,0%,0%,703,33,110,9.81
Q76N32,Eukaryota,Dark,100%,67%,1%,0%,757,22,0,11.01
Q8NHQ1,Eukaryota,Dark,100%,15%,0%,0%,597,22,110,10.68
Q9P209,Eukaryota,Non-dark,78%,40%,0%,0%,647,602,110,11.55
Q8TAP6,Eukaryota,Non-dark,81%,5%,0%,0%,659,170,96,11.31
Q5JTW2,Eukaryota,Non-dark,50%,30%,0%,0%,689,1151,110,10.12
Q9Y592,Eukaryota,Dark,100%,32%,0%,0%,693,14,0,12.72
Q6P2H3,Eukaryota,Non-dark,96%,55%,0%,0%,762,35,0,11.81
Q96ST8,Eukaryota,Dark,100%,43%,0%,0%,783,48,0,11.48
Q96GE4,Eukaryota,Dark,100%,49%,0%,0%,821,39,0,16.08
Q8IW35,Eukaryota,Non-dark,71%,28%,0%,0%,865,2434,16,5.98
Q9Y6K0,Eukaryota,Non-dark,57%,4%,0%,40%,416,205,48,4.75
O95813,Eukaryota,Non-dark,60%,37%,0%,0%,267,65,84,3.85
Q8TCT0,Eukaryota,Non-dark,35%,3%,0%,0%,537,588,104,6.14
Q49MI3,Eukaryota,Non-dark,42%,10%,0%,0%,558,553,0,6.85
P27544,Eukaryota,Dark,100%,4%,0%,36%,350,227,2,6.89
Q96G23,Eukaryota,Dark,100%,6%,0%,33%,380,244,50,6.04
Q8IU89,Eukaryota,Dark,100%,5%,3%,33%,383,245,0,5.96
Q9HA82,Eukaryota,Dark,100%,11%,0%,32%,394,244,2,6.6
Q8N5B7,Eukaryota,Dark,100%,6%,0%,32%,392,242,0,5.87
Q6ZMG9,Eukaryota,Dark,100%,7%,0%,27%,384,242,0,6.47
P00450,Eukaryota,Non-dark,0%,7%,0%,0%,1065,834,46,11.9
Q9UKY3,Eukaryota,Non-dark,8%,0%,0%,0%,287,2088,52,5.47
Q12798,Eukaryota,Non-dark,1%,36%,0%,0%,172,1486,4,3.88
P41208,Eukaryota,Non-dark,0%,31%,0%,0%,172,1497,110,3.41
O15182,Eukaryota,Non-dark,8%,2%,0%,0%,167,1479,14,2.61
P11597,Eukaryota,Non-dark,3%,0%,0%,0%,493,130,86,12.82
Q86T20,Eukaryota,Dark,100%,0%,0%,0%,159,3,2,3.08
Q5SRN2,Eukaryota,Dark,100%,71%,15%,7%,563,20,0,6.02
Q6UXA7,Eukaryota,Dark,100%,67%,30%,0%,325,6,2,4.24
O95873,Eukaryota,Dark,100%,58%,0%,0%,294,3,2,5.99
Q9HD87,Eukaryota,Dark,100%,0%,0%,20%,102,1,0,3.15
Q5T4I8,Eukaryota,Dark,100%,38%,0%,0%,152,20,0,1.92
Q5VUM1,Eukaryota,Non-dark,72%,63%,0%,0%,108,104,0,0.58
Q6P5S2,Eukaryota,Dark,100%,4%,0%,0%,330,10,0,5.64
Q9GZU0,Eukaryota,Dark,100%,7%,0%,0%,229,NA,0,5.39
Q6UWU4,Eukaryota,Dark,100%,2%,0%,6%,347,11,0,7.48
Q4VX62,Eukaryota,Dark,100%,4%,0%,0%,202,2,0,2.65
Q5JQF7,Eukaryota,Dark,100%,74%,0%,0%,62,1,0,1.77
Q9H6K1,Eukaryota,Non-dark,46%,33%,0%,0%,298,117,0,4.37
Q5T5N4,Eukaryota,Dark,100%,17%,0%,0%,469,14,0,10.53
Q7Z4R8,Eukaryota,Dark,100%,10%,0%,0%,191,20,0,4.55
Q5T6M2,Eukaryota,Dark,100%,86%,0%,0%,205,1,0,5.9
Q9Y6Z2,Eukaryota,Dark,100%,33%,0%,0%,57,3,0,0.66
Q5T0Z8,Eukaryota,Dark,100%,95%,4%,0%,1188,19,0,7.08
Q5SQH8,Eukaryota,Dark,100%,23%,0%,0%,315,59,70,4.75
Q5SZD1,Eukaryota,Dark,100%,82%,0%,0%,244,5,0,1.84
Q9H8W2,Eukaryota,Dark,100%,88%,69%,0%,130,1,0,1.66
Q5TEZ5,Eukaryota,Dark,100%,30%,0%,0%,329,10,0,9.94
Q5TEZ4,Eukaryota,Dark,100%,84%,0%,0%,76,2,0,1.06
Q8IYR0,Eukaryota,Dark,100%,9%,0%,0%,622,42,0,9.03
A8K010,Eukaryota,Dark,100%,29%,0%,0%,186,1,0,-1.21
Q5T699,Eukaryota,Dark,100%,4%,1%,0%,404,13,0,NA
Q96MT4,Eukaryota,Dark,100%,9%,0%,0%,127,1,0,4.62
Q7Z4U5,Eukaryota,Dark,100%,72%,0%,0%,140,11,0,2.88
Q9P0P8,Eukaryota,Dark,100%,13%,0%,0%,240,25,0,5.65
Q9H8X3,Eukaryota,Dark,100%,6%,0%,0%,128,1,0,5.5
Q9H993,Eukaryota,Non-dark,3%,0%,0%,0%,441,76,0,6.3
P0C7V0,Eukaryota,Dark,100%,72%,0%,0%,271,1,0,NA
Q8N0U6,Eukaryota,Dark,100%,1%,0%,0%,118,1,2,4.03
P0C671,Eukaryota,Dark,100%,79%,0%,0%,652,5,0,9.72
Q8N319,Eukaryota,Dark,100%,89%,12%,0%,242,3,0,3.65
Q5I0X4,Eukaryota,Dark,100%,89%,0%,0%,101,6,0,1.17
H3BNL8,Eukaryota,Dark,100%,0%,0%,0%,230,6,0,6.53
P00751,Eukaryota,Non-dark,3%,5%,0%,0%,764,3699,38,7.85
P00746,Eukaryota,Non-dark,7%,5%,0%,0%,253,3180,92,2.97
P08603,Eukaryota,Non-dark,1%,2%,0%,0%,1231,701,26,4.76
P05156,Eukaryota,Non-dark,3%,0%,0%,0%,583,3856,24,4.27
P0CG36,Eukaryota,Non-dark,67%,9%,0%,0%,223,30,0,1.95
P0CG37,Eukaryota,Non-dark,67%,11%,0%,0%,223,30,14,1.93
Q9UEE9,Eukaryota,Dark,100%,72%,54%,0%,299,90,28,6
O15519,Eukaryota,Non-dark,5%,3%,0%,0%,480,431,84,6.26
P13569,Eukaryota,Non-dark,18%,4%,0%,17%,1480,5691,36,13.75
Q8NI28,Eukaryota,Dark,100%,19%,0%,10%,216,1,2,3.69
Q9BPX7,Eukaryota,Dark,100%,9%,0%,0%,421,65,0,7.27
Q96N11,Eukaryota,Dark,100%,4%,0%,0%,449,20,0,10.29
Q8N865,Eukaryota,Dark,100%,23%,0%,0%,590,17,0,9.44
Q8WU49,Eukaryota,Dark,100%,42%,0%,0%,177,2,0,5.72
Q96L11,Eukaryota,Dark,100%,26%,0%,0%,122,8,0,1.9
Q8WVR3,Eukaryota,Dark,100%,26%,14%,0%,580,21,0,10.96
Q9BRJ6,Eukaryota,Dark,100%,57%,0%,0%,194,74,2,3.46
Q96HJ9,Eukaryota,Dark,100%,5%,0%,0%,113,16,0,0.8
Q8NEG2,Eukaryota,Dark,100%,73%,0%,0%,295,22,42,6.9
Q8IZ16,Eukaryota,Dark,100%,19%,0%,0%,206,8,0,3.01
Q8TBZ9,Eukaryota,Non-dark,60%,0%,0%,0%,253,26,0,5.04
A5D8W1,Eukaryota,Non-dark,52%,4%,1%,0%,941,66,0,13.99
Q6ZTY9,Eukaryota,Dark,100%,33%,0%,0%,151,1,0,1.31
A4D0T2,Eukaryota,Dark,100%,0%,0%,17%,115,3,0,3.32
Q9H7B7,Eukaryota,Dark,100%,13%,0%,0%,122,9,0,3.97
A4D174,Eukaryota,Dark,100%,9%,0%,0%,169,2,0,4.88
A4D263,Eukaryota,Dark,100%,29%,0%,0%,438,17,0,7.84
E0CX11,Eukaryota,Dark,100%,11%,0%,0%,47,24,0,0.65
Q6ZVN7,Eukaryota,Dark,100%,28%,0%,0%,128,2,8,3.49
Q8N884,Eukaryota,Non-dark,28%,30%,0%,0%,522,101,0,6.42
Q8TDX6,Eukaryota,Non-dark,60%,14%,0%,4%,532,207,74,9.82
Q8N6G5,Eukaryota,Non-dark,52%,8%,0%,4%,542,186,42,7.73
A6NKQ9,Eukaryota,Non-dark,41%,14%,0%,0%,187,44,38,2.8
Q6NT52,Eukaryota,Non-dark,44%,18%,0%,0%,195,44,38,2.15
Q9UFW8,Eukaryota,Dark,100%,36%,0%,0%,167,43,2,3.42
P01233,Eukaryota,Non-dark,12%,21%,0%,0%,165,43,76,2.6
P32929,Eukaryota,Non-dark,0%,6%,0%,0%,405,1337,40,6.6
Q0VF96,Eukaryota,Dark,100%,73%,1%,0%,1302,114,10,13.58
Q99674,Eukaryota,Non-dark,51%,63%,0%,0%,301,64,0,5.57
Q99675,Eukaryota,Non-dark,82%,5%,0%,0%,332,162,0,6.86
Q16880,Eukaryota,Non-dark,27%,2%,0%,4%,541,1178,74,6.36
Q9NR00,Eukaryota,Dark,100%,6%,0%,0%,106,8,6,1.97
Q96KT0,Eukaryota,Dark,100%,20%,0%,0%,104,1,18,3.72
Q96KT6,Eukaryota,Dark,100%,17%,0%,0%,92,1,0,2.08
Q8N9H6,Eukaryota,Dark,100%,68%,0%,0%,132,3,2,1.57
Q9H7E9,Eukaryota,Dark,100%,62%,0%,0%,229,31,0,2.45
Q49A92,Eukaryota,Non-dark,90%,76%,0%,0%,452,22,0,6.81
Q96NL8,Eukaryota,Dark,100%,21%,0%,0%,207,31,0,0.87
Q96CB5,Eukaryota,Dark,100%,11%,0%,0%,159,65,0,0.7
Q8TAG6,Eukaryota,Dark,100%,60%,0%,0%,207,10,0,3.56
Q96LL4,Eukaryota,Dark,100%,34%,0%,0%,319,14,0,7.69
Q96NF6,Eukaryota,Dark,100%,9%,0%,9%,230,31,0,NA
Q8NAV2,Eukaryota,Dark,100%,66%,0%,0%,365,9,0,7.31
Q8N0T1,Eukaryota,Dark,100%,52%,0%,0%,100,NA,0,1.7
Q9HA58,Eukaryota,Dark,100%,4%,0%,0%,160,1,0,6.34
Q9Y4M8,Eukaryota,Dark,100%,75%,0%,0%,146,1,0,5.99
Q6P047,Eukaryota,Dark,100%,14%,0%,0%,294,44,2,8.49
Q96K31,Eukaryota,Non-dark,60%,3%,0%,0%,380,18,0,7.55
Q8N9K7,Eukaryota,Dark,100%,25%,0%,0%,121,1,2,2.75
Q6P1X6,Eukaryota,Dark,100%,4%,0%,0%,216,39,0,3.73
Q6ZUL3,Eukaryota,Dark,100%,22%,0%,0%,223,1,0,1.18
E5RJ46,Eukaryota,Dark,100%,67%,0%,0%,101,1,0,2.38
P0DMB2,Eukaryota,Dark,100%,42%,0%,0%,117,5,0,2.3
P61604,Eukaryota,Non-dark,6%,0%,0%,0%,102,NA,34,1.05
O95992,Eukaryota,Dark,100%,0%,0%,23%,272,431,92,3.39
P36222,Eukaryota,Non-dark,5%,2%,0%,0%,383,1183,52,5.38
Q15782,Eukaryota,Non-dark,6%,2%,0%,0%,390,1188,0,5.72
P10809,Eukaryota,Non-dark,9%,6%,0%,0%,573,683,36,14.98
Q9BUX1,Eukaryota,Non-dark,36%,28%,0%,0%,264,143,0,2.97
Q8WUX2,Eukaryota,Non-dark,11%,1%,0%,0%,184,144,0,2.96
Q6NUI6,Eukaryota,Non-dark,14%,11%,29%,0%,762,4558,0,9.82
O15335,Eukaryota,Non-dark,7%,1%,0%,0%,359,4934,84,4.36
Q96JM3,Eukaryota,Non-dark,79%,65%,57%,0%,812,4193,0,7.84
Q8WYQ3,Eukaryota,Non-dark,73%,57%,0%,0%,142,59,0,1.68
Q96BP2,Eukaryota,Dark,100%,26%,0%,0%,118,19,18,1.91
Q9Y6H1,Eukaryota,Non-dark,76%,64%,0%,0%,151,59,0,1.64
Q9NX63,Eukaryota,Dark,100%,34%,0%,0%,227,53,22,4.42
Q9BSY4,Eukaryota,Non-dark,0%,10%,0%,0%,110,19,0,2.91
Q9BRQ6,Eukaryota,Dark,100%,68%,0%,0%,235,49,0,4.23
Q9BUK0,Eukaryota,Non-dark,0%,12%,0%,0%,85,38,6,0.97
Q5T1J5,Eukaryota,Non-dark,76%,70%,0%,0%,151,58,2,NA
Q86WJ1,Eukaryota,Non-dark,24%,17%,0%,0%,897,4364,28,10.74
O14646,Eukaryota,Non-dark,45%,49%,5%,0%,1710,4237,46,18.48
O14647,Eukaryota,Non-dark,49%,52%,10%,0%,1828,4261,0,15.58
Q12873,Eukaryota,Non-dark,50%,38%,2%,0%,2000,4374,64,23.6
Q14839,Eukaryota,Non-dark,47%,40%,4%,0%,1912,4457,92,23.5
Q8TDI0,Eukaryota,Non-dark,57%,35%,3%,0%,1954,4445,0,27.85
Q8TD26,Eukaryota,Non-dark,56%,39%,4%,0%,2715,4004,6,17.17
Q9P2D1,Eukaryota,Non-dark,58%,52%,17%,0%,2997,3895,20,15.15
Q9HCK8,Eukaryota,Non-dark,52%,43%,8%,0%,2581,4016,100,24.12
Q3L8U1,Eukaryota,Non-dark,56%,43%,10%,0%,2897,4037,110,23.99
Q8N9S7,Eukaryota,Non-dark,62%,10%,0%,4%,502,29,0,9.01
Q8NE62,Eukaryota,Non-dark,15%,8%,0%,0%,594,972,64,10.84
Q8IWX8,Eukaryota,Non-dark,80%,69%,54%,0%,916,220,38,15.3
Q96EP1,Eukaryota,Non-dark,30%,42%,0%,0%,664,397,30,10.73
Q9BZP6,Eukaryota,Non-dark,8%,5%,1%,0%,476,1184,34,6.48
Q5VXU3,Eukaryota,Dark,100%,36%,29%,0%,224,31,0,3.44
Q9UKJ5,Eukaryota,Dark,100%,1%,4%,0%,165,30,4,3.46
Q9BWS9,Eukaryota,Non-dark,0%,0%,0%,0%,393,1044,2,8.5
P15882,Eukaryota,Non-dark,3%,5%,0%,0%,459,2041,22,3.37
P52757,Eukaryota,Non-dark,1%,7%,0%,0%,468,2021,6,3.04
Q9UNE7,Eukaryota,Non-dark,5%,20%,0%,0%,303,1602,60,5.41
Q13231,Eukaryota,Non-dark,4%,10%,0%,0%,466,1186,30,6.49
O14757,Eukaryota,Non-dark,7%,7%,0%,0%,476,9985,70,5.44
O96017,Eukaryota,Non-dark,14%,23%,0%,0%,543,9988,72,5.64
P35790,Eukaryota,Non-dark,0%,22%,8%,0%,457,315,26,5.44
Q9Y259,Eukaryota,Non-dark,3%,5%,0%,0%,395,346,26,5.46
O00533,Eukaryota,Non-dark,15%,18%,0%,2%,1208,4017,6,9.9
P06276,Eukaryota,Non-dark,5%,0%,0%,0%,602,2045,24,7.02
Q9HD42,Eukaryota,Non-dark,17%,23%,0%,0%,196,128,64,4.91
Q7LBR1,Eukaryota,Non-dark,11%,45%,0%,0%,199,146,0,2.39
O43633,Eukaryota,Non-dark,35%,40%,0%,0%,222,156,104,4.85
Q9UQN3,Eukaryota,Non-dark,19%,68%,0%,0%,213,153,110,3.83
Q9BY43,Eukaryota,Non-dark,22%,63%,0%,0%,222,221,94,4.43
Q9H444,Eukaryota,Non-dark,9%,73%,0%,0%,224,220,80,5
Q96CF2,Eukaryota,Non-dark,24%,72%,0%,0%,233,220,100,4.24
P59074,Eukaryota,Non-dark,14%,85%,0%,0%,171,180,80,4.34
Q9Y3E7,Eukaryota,Non-dark,0%,33%,0%,0%,222,123,96,4.51
Q9NZZ3,Eukaryota,Non-dark,4%,61%,0%,0%,219,185,110,4.6
Q96FZ7,Eukaryota,Non-dark,17%,16%,0%,0%,201,201,106,4.2
Q8WUX9,Eukaryota,Non-dark,29%,21%,0%,0%,453,240,104,11.09
Q9H9P2,Eukaryota,Non-dark,49%,9%,0%,8%,273,1219,0,4.71
Q99653,Eukaryota,Non-dark,0%,15%,0%,0%,195,1198,36,2.43
O43745,Eukaryota,Non-dark,0%,22%,0%,0%,196,1195,38,2.83
Q96BS2,Eukaryota,Non-dark,14%,15%,0%,0%,214,891,8,4.68
Q9P2E5,Eukaryota,Non-dark,47%,9%,5%,3%,772,322,74,12.49
Q8WUD6,Eukaryota,Non-dark,58%,0%,0%,42%,406,190,40,5.17
Q9NRG0,Eukaryota,Non-dark,24%,19%,0%,0%,131,428,52,1.06
Q9UHD1,Eukaryota,Non-dark,30%,23%,0%,0%,332,115,0,4.43
Q9H2X0,Eukaryota,Dark,100%,19%,0%,0%,955,199,74,8.34
Q9Y2V2,Eukaryota,Non-dark,0%,39%,0%,0%,147,401,2,2.83
Q86X52,Eukaryota,Non-dark,49%,9%,1%,3%,802,380,66,7.19
Q8IZ52,Eukaryota,Non-dark,48%,16%,7%,2%,775,282,62,13.74
Q70JA7,Eukaryota,Non-dark,51%,17%,4%,2%,882,411,78,8.41
O43916,Eukaryota,Non-dark,21%,1%,0%,5%,411,265,104,6.69
Q9Y4C5,Eukaryota,Non-dark,63%,15%,0%,4%,530,269,90,5.93
Q7LGC8,Eukaryota,Non-dark,57%,7%,0%,4%,479,173,104,8.04
Q8NCG5,Eukaryota,Non-dark,51%,0%,0%,5%,386,194,2,5.64
Q9GZS9,Eukaryota,Non-dark,50%,2%,0%,4%,411,180,98,5.04
Q9GZX3,Eukaryota,Non-dark,49%,3%,0%,5%,395,211,98,6.03
Q9NS84,Eukaryota,Non-dark,50%,12%,0%,4%,486,182,104,6.09
Q9H2A9,Eukaryota,Dark,100%,26%,0%,5%,424,213,2,5.45
Q7L1S5,Eukaryota,Dark,100%,17%,0%,5%,443,231,2,4.63
O43529,Eukaryota,Dark,100%,2%,0%,6%,356,260,2,3.87
Q9NPF2,Eukaryota,Dark,100%,3%,0%,6%,352,260,78,5.26
Q9NRB3,Eukaryota,Dark,100%,16%,0%,5%,414,232,76,6.17
Q8NET6,Eukaryota,Dark,100%,4%,0%,6%,341,238,94,4.69
Q8NCH0,Eukaryota,Dark,100%,10%,0%,6%,376,241,108,4.87
Q7LFX5,Eukaryota,Non-dark,45%,6%,0%,4%,561,365,74,6.26
Q9Y3Y2,Eukaryota,Dark,100%,83%,49%,0%,248,26,2,1.81
Q8WUH1,Eukaryota,Non-dark,24%,0%,0%,0%,139,17,8,0.88
Q96E40,Eukaryota,Dark,100%,27%,2%,0%,222,13,2,2.97
P0C843,Eukaryota,Dark,100%,18%,0%,0%,101,23,0,NA
Q9BUW7,Eukaryota,Dark,100%,90%,0%,0%,83,20,0,1.37
Q9P2X8,Eukaryota,Dark,100%,0%,0%,0%,69,1,0,2.08
Q9H2J1,Eukaryota,Dark,100%,82%,0%,0%,176,140,0,6.07
Q9UI66,Eukaryota,Dark,100%,0%,0%,0%,118,NA,0,0.29
Q8IXQ3,Eukaryota,Dark,100%,90%,8%,0%,194,8,0,3.06
Q8N4J0,Eukaryota,Non-dark,39%,12%,0%,0%,409,130,0,5.31
Q8TAL5,Eukaryota,Dark,100%,49%,3%,0%,461,12,0,8.8
Q6ZRZ4,Eukaryota,Dark,100%,66%,0%,0%,202,3,0,4.06
Q5SZB4,Eukaryota,Dark,100%,41%,0%,0%,431,16,0,6.2
Q5W0N0,Eukaryota,Dark,100%,0%,0%,13%,161,5,0,6.11
Q8N4C0,Eukaryota,Dark,100%,22%,0%,0%,152,2,0,0.55
Q5T6V5,Eukaryota,Dark,100%,0%,0%,0%,341,64,0,4.11
Q5T8R8,Eukaryota,Dark,100%,96%,23%,0%,295,6,0,0.78
H0YL14,Eukaryota,Dark,100%,0%,0%,30%,139,3,0,2.01
Q96LT7,Eukaryota,Dark,100%,0%,0%,0%,481,27,2,6.89
Q9NZ63,Eukaryota,Dark,100%,77%,0%,0%,289,57,0,4.95
Q5VXU9,Eukaryota,Dark,100%,7%,0%,0%,1444,18,0,14.42
Q96MD7,Eukaryota,Dark,100%,9%,32%,0%,179,388,0,1.5
Q5VZI3,Eukaryota,Dark,100%,17%,0%,12%,342,18,0,5.84
A6NGG3,Eukaryota,Dark,100%,19%,0%,0%,77,3,0,3.46
Q8NAJ2,Eukaryota,Dark,100%,5%,0%,0%,232,1,0,7.72
B1AMM8,Eukaryota,Dark,100%,60%,0%,0%,73,1,2,NA
Q5T280,Eukaryota,Non-dark,34%,20%,0%,0%,376,92,12,6.92
Q5BN46,Eukaryota,Dark,100%,18%,0%,0%,136,27,0,1.97
Q5JU67,Eukaryota,Dark,100%,22%,0%,0%,520,60,0,13.85
A6NHY6,Eukaryota,Dark,100%,0%,0%,0%,69,1,0,NA
Q5T035,Eukaryota,Dark,100%,85%,4%,0%,196,10,0,2.26
Q8WZB0,Eukaryota,Dark,100%,68%,0%,0%,136,1,0,3.37
Q5VYM1,Eukaryota,Dark,100%,69%,0%,0%,1079,15,0,15.68
Q5VTT2,Eukaryota,Dark,100%,1%,0%,7%,229,13,0,5.58
Q6ZV77,Eukaryota,Dark,100%,53%,0%,0%,190,3,0,1.27
Q9BUH6,Eukaryota,Dark,100%,40%,0%,0%,204,12,0,3.7
Q5JTZ5,Eukaryota,Dark,100%,72%,0%,0%,239,10,0,5.07
Q5TBE3,Eukaryota,Dark,100%,49%,0%,0%,101,7,0,2.16
Q8N9P6,Eukaryota,Dark,100%,4%,0%,0%,203,1,0,3.84
A8MQ03,Eukaryota,Dark,100%,51%,17%,0%,144,3,0,2.93
A2RU37,Eukaryota,Dark,100%,31%,0%,0%,121,1,0,2.22
Q6ZQR2,Eukaryota,Dark,100%,35%,0%,0%,320,41,0,6.12
C9J069,Eukaryota,Dark,100%,63%,36%,0%,976,43,0,12.81
Q8N7X2,Eukaryota,Dark,100%,56%,0%,0%,389,11,0,8.51
Q9Y375,Eukaryota,Dark,100%,10%,0%,0%,327,160,94,7.19
O76071,Eukaryota,Non-dark,0%,4%,0%,0%,339,2020,16,2.98
Q8N365,Eukaryota,Dark,100%,52%,8%,0%,385,23,8,7.73
Q99828,Eukaryota,Non-dark,0%,1%,0%,0%,191,1113,22,2.89
O75838,Eukaryota,Non-dark,2%,0%,0%,0%,187,993,2,3.7
Q96Q77,Eukaryota,Non-dark,3%,0%,0%,0%,187,1159,0,3.61
A0PJX0,Eukaryota,Non-dark,4%,0%,0%,0%,185,1138,0,2.93
Q96RK0,Eukaryota,Non-dark,92%,85%,60%,0%,1608,810,8,17.85
O60543,Eukaryota,Non-dark,51%,5%,0%,0%,219,60,8,3.38
Q9UHD4,Eukaryota,Non-dark,47%,2%,0%,0%,219,59,8,3.55
Q96AQ7,Eukaryota,Non-dark,50%,12%,0%,0%,238,58,4,3.13
O43734,Eukaryota,Non-dark,75%,61%,0%,0%,574,18,20,8.28
O75339,Eukaryota,Non-dark,56%,9%,0%,0%,1184,342,6,18.51
Q8IUL8,Eukaryota,Non-dark,54%,17%,0%,0%,1156,636,0,16.89
Q9P2M7,Eukaryota,Dark,100%,72%,40%,0%,1197,74,58,17.11
Q9BW66,Eukaryota,Dark,100%,6%,0%,0%,212,16,30,4.22
Q9NPC3,Eukaryota,Dark,100%,9%,0%,0%,277,78,2,4.64
Q8TCG1,Eukaryota,Dark,100%,13%,0%,2%,905,33,8,14.31
